file_name,car,quantity_car,average_speed_car,van,quantity_van,average_speed_van,bus,quantity_bus,average_speed_bus
5959d244-cd40-4312-9e33-b2e2f136971b,car,2.0,46.57685874381966,van,0.0,0.0,bus,1.0,49.67998286897143
